"","","Cluster","SAMN06465201","SAMN06465179","SAMN06465197","SAMN06465194","SAMN06465190","SAMN06465187","SAMN06465183","SAMN06465181","SAMN06465177","SAMN06465174","SAMN06465172","SAMN06465170","SAMN06465168","SAMN06465165","SAMN06465163","SAMN06465160","SAMN06465157","SAMN06465155","SAMN06465152","SAMN06465150","SAMN06465148","SAMN06465146","SAMN06465144","SAMN06465142","SAMN06465276","SAMN06465275","SAMN06465273","SAMN06465272","SAMN06465270","SAMN06465269","SAMN06465268","SAMN06465267"
"AT1G67481","MIR839A","A","-1.019412588862","-0.383269138348072","-0.746568234777843","-0.520035239265803","-0.701313573414089","-0.755675548575345","-1.019412588862","-1.019412588862","1.80755681912916","1.33255020419322","1.29249284707053","0.404093455079068","-0.524465347760044","1.9571601919204","1.59169246297906","1.45457752338535","-1.019412588862","-0.714892189555263","-0.799546901707821","-1.019412588862","-1.019412588862","-1.019412588862","-1.019412588862","-1.019412588862","0.0813505424667902","-0.577432928382126","-0.341052270994364","0.756701673336125","0.684905649015422","0.960605652351876","1.63905693154831","1.27622072006344"
"AT5G09660","PMDH2","A","0.690248925130094","1.20559519723972","0.575788726090487","1.17817750006866","0.263522476402495","1.06491610612612","0.475138463399218","0.68656946358884","2.0761434553015","-0.330616747478088","0.0325213524417958","0.670862147292542","2.00282181280858","0.42986727886157","1.18942371441575","1.69338779668509","0.0347317460859946","-0.373969609789173","0.134623410333115","-0.826084648285252","-1.48151821774677","-0.794027768136933","-1.06880547461368","-1.0687036118617","-1.37422183936222","-0.739447040655852","-0.626432653933198","-1.83378947275401","-0.770666732813584","-1.10439724341994","-1.09975713621761","-0.91190137520356"
"AT5G36130","","A","-0.365235802547891","-0.835829750133452","-1.38506487848058","-0.648218608301167","-0.324703332528229","-0.327247703043007","0.0846075607993999","-1.82512037769247","-0.426922064082969","1.11386029554146","-0.175310777923285","0.758542651564544","1.10971651246102","1.65962742038108","1.72168930250251","1.70613522854649","-1.07641530748447","-1.73981126367807","-1.51785299955553","-1.57124267667851","0.00938796747127313","-0.388690047706667","-1.12845854651118","0.20099413813129","0.199285666917673","0.254643721800726","0.714303574578338","0.0070048572178889","0.281554748722212","1.44012037005732","1.28373940927577","1.19091071037847"
"AT4G01760","","A","-1.23455741039734","-0.867243620322825","-2.06451844903764","-0.102812394448181","-2.06451844903764","-0.296010180777905","-0.536506060815421","-0.239409145765065","0.971835574983572","1.87735239476897","1.15135557054705","-1.42224327482513","0.163044884404829","1.1678447138009","0.784410650686322","0.513199072275114","-1.50918500003403","0.186481969505398","-0.573498267262931","-1.01630139859108","-0.570478542865987","0.0430386337292425","-0.030868315627","-0.449496016556967","1.65067420480695","0.965701546382792","1.70172874177144","-0.211894421456959","0.747636915014158","0.570156236361947","-0.548619226782936","1.24369906556636"
"AT1G17170","GSTU24","A","-0.526435223124027","-0.639741164298318","-1.15293518198287","-1.10712970882067","-0.892629915505774","-1.02758696251298","-0.459512241124791","-1.55863084014129","0.692391567569247","0.0759165564399495","0.388703147464902","1.03590141991692","1.39829050601079","1.66680608214895","1.78516008619322","0.340184609904094","-1.05759219601831","-1.25037012950639","-1.28124510565509","-1.02704046840227","-1.0123172225478","-0.839715070194792","-0.775548492234496","-1.01378241280528","1.19520248584643","1.06081115086054","0.944537915359266","1.06041635788735","0.862236996678137","1.19977955674668","0.905612588498633","1.01026130735009"
"AT5G25180","CYP71B14","A","-0.327965982430846","-0.327965982430846","-0.327965982430846","-0.327965982430846","-0.327965982430846","-0.0642289421441942","-0.327965982430846","-0.327965982430846","-0.327965982430846","-0.327965982430846","-0.327965982430846","-0.327965982430846","3.98138369157415","-0.327965982430846","0.120913442351641","3.96755809985173","-0.327965982430846","-0.327965982430846","-0.327965982430846","-0.327965982430846","-0.327965982430846","-0.327965982430846","-0.327965982430846","-0.327965982430846","-0.327965982430846","-0.327965982430846","-0.327965982430846","-0.0812048350148777","-0.327965982430846","0.602694086583554","-0.327965982430846","-0.327965982430846"
"AT1G74540","CYP98A8","A","-0.653191671918458","-0.653191671918458","2.02777955839208","-0.653191671918458","1.50178503296958","-0.653191671918458","1.23092197055108","-0.653191671918458","-0.653191671918458","-0.653191671918458","1.30432032444064","-0.0109164977059399","2.26296152087111","-0.653191671918458","-0.653191671918458","-0.653191671918458","-0.653191671918458","-0.653191671918458","-0.653191671918458","2.05906455002916","-0.653191671918458","-0.653191671918458","-0.653191671918458","-0.653191671918458","-0.653191671918458","-0.653191671918458","-0.653191671918458","-0.653191671918458","1.43855468434067","-0.653191671918458","2.00527784849185","0.550467789825867"
"AT3G61080","","A","-1.36750849129167","-0.0244260987351845","0.170949571581962","-0.580163203664281","0.830023542404376","0.841852222193608","-0.810792965047074","-0.248399383462432","0.168850135838886","-0.295670449319181","-0.38049041323716","-0.933250450334923","3.2475949467074","-1.09636398648914","0.413635521909081","3.53546217286709","-0.178905298196317","0.632422289518259","-0.793519312572078","0.078938176134522","0.598667359598876","-0.516512327377902","-0.791290033854651","-0.400125975094095","-1.09670639860319","-0.541750069695473","-0.711548316190708","-0.0134221113659319","0.266544674964358","-0.30277059307807","0.334165505280981","-0.0354902413899563"
"AT3G02242","GLV8","A","-0.863651633579317","0.154610645191934","-1.63971812019569","-1.3497077637079","-0.280974851352568","-0.44012951425649","-1.28375241271627","0.1653791030897","1.37906472137488","0.689530520396328","0.165998012282782","1.73003512525529","0.146310556742642","-1.17634798021831","-0.683936394211254","1.47811873906461","-0.128138532654838","-0.580119154460885","-0.940595067278554","-1.19459484047887","-0.58479697317454","0.148966951387511","-1.49120769255286","-1.22435717513817","1.66977558574489","1.47508254259187","1.14233169105217","1.49613565970157","0.620515103354965","1.21233981051272","-0.541956109106123","0.729789447338779"
"AT2G01021","","A","-0.605969327026225","-0.957173588893403","0.740007639016355","0.567109318651907","-0.664488639014483","-0.350603892350211","0.540109538748888","1.02342635370224","-0.0622508464482205","2.10574504519044","1.29210555956985","-0.639797662876189","0.602091507645069","0.844636620403289","0.0453570834023651","0.845531129711748","-0.0176313565850243","0.0998426321626802","-0.220431872207843","0.858913507171142","-0.0992594749988598","-0.448042752003825","0.41016405884144","0.716999334670401","-2.57876169543471","-1.35719819240019","-2.42169479715524","-2.2271632795114","0.772572231834777","0.317236438525601","0.589260921789455","0.279358455868145"
"AT1G05273","","A","-0.445720514403207","0.840711794108014","0.57348209113591","0.191344787583462","0.225960430354605","1.04378586464074","-1.08743052599072","1.1954741466712","-0.810668792956531","1.85770199765648","1.36458873677819","-0.159607021835661","1.50314677957832","1.02285126636167","1.5667760408648","1.93081879888871","-1.09035979921413","-0.773434336305613","-1.21149269685304","-0.0516322211067477","-1.30135827360868","-0.179064527817492","0.00686063131590764","-0.81809935937506","-1.51467978288415","0.648073988918028","-0.0787535936257973","-1.29795203574015","-1.80568577452762","-0.271277533115919","-0.549120332476382","-0.525240233019116"
"AT5G53486","","A","0.941731333681921","0.0763439352805646","1.16250028307356","-1.60922680818144","0.283573864443861","1.43009494394415","1.28976039632977","2.10015845720659","0.305654254985393","-1.60922680818144","-1.60922680818144","0.420875266184113","1.05081184411224","1.14051142163123","2.13593602306598","0.353927037529073","-0.653901742478947","-0.653146328035901","-0.205276590821541","-0.290093553109269","-0.394303374773283","-0.013465846163232","-1.60922680818144","0.0998343834087869","-0.107665511640598","-0.555836417464651","-0.345743785194465","-1.15181041444071","0.394974451363416","-0.00570951435302769","-0.763600776857827","-1.60922680818144"
"AT2G18540","","A","-0.31332492217396","-0.31332492217396","-0.31332492217396","-0.31332492217396","0.00477409327394929","-0.31332492217396","0.0305104684326931","-0.31332492217396","-0.31332492217396","-0.31332492217396","-0.31332492217396","0.0432632547201881","4.08271065986376","-0.31332492217396","-0.31332492217396","3.88790161630713","-0.31332492217396","-0.31332492217396","0.0972878839252309","-0.31332492217396","-0.31332492217396","-0.31332492217396","-0.31332492217396","-0.31332492217396","-0.31332492217396","-0.31332492217396","-0.31332492217396","-0.31332492217396","-0.31332492217396","-0.31332492217396","-0.31332492217396","-0.31332492217396"
"AT1G07667","","A","-0.80300137134784","-0.80300137134784","1.24062742920937","-0.80300137134784","-0.80300137134784","-0.80300137134784","-0.80300137134784","1.26021616224826","-0.80300137134784","2.60009743035527","1.50890406458468","0.46121770824921","0.352623305668834","2.02637753626328","2.04592772837613","1.43806338581097","-0.80300137134784","-0.80300137134784","-0.80300137134784","-0.80300137134784","0.190465381596396","0.137605858122348","-0.108006292707258","-0.80300137134784","-0.80300137134784","0.480249868588362","-0.80300137134784","0.280546987841284","-0.80300137134784","-0.263893241293858","-0.80300137134784","-0.80300137134784"
"AT1G72900","","A","-0.424535362545749","0.0380931073517115","-0.660205683939223","-0.557983908582407","0.995881000792932","0.130318398473903","0.875511609572758","-1.67635196462893","0.36722315436048","-2.07461182451746","-1.63048600326972","-0.257582613469784","2.11040686000941","1.88011884264979","1.15720940184719","-0.909512764527239","-0.549528709518659","-0.80554990686529","0.0272073615851927","-0.330648991815428","-0.0844228233834334","0.151077608958786","-0.194197189698402","-1.05200836166828","0.572825411518513","-0.791360584581262","-0.936688810363561","-0.555873575515033","1.48510032955737","1.57539280080709","1.2897996611982","0.835383530206523"
"AT2G07715","","A","0.0120716308278626","-0.522963206922936","0.0621323142829251","-0.380613398508641","0.104751068388532","0.264651619346893","0.214282031935046","0.576728670430817","0.255578915351355","1.59959193357818","1.17741618831996","1.20311348756874","1.17133967753043","1.73978282785928","1.55478804821207","1.39952652737156","-0.903482413423907","-0.61785184722688","-0.78173072178275","-0.478612298448373","-0.413807815485044","-0.670578632889153","-0.933976605771406","-0.432863676824219","-2.15860822138202","-1.54493687699428","-1.6518900670803","-2.05734116887134","0.537334584912521","0.31245313522106","0.894438239406456","0.469276051067561"
"AT2G13360","AGT1","A","0.578095048302584","0.898605562227329","0.518282288716792","1.18789761752104","-0.271203612826366","2.66594280336629","1.03111180384035","0.764119026036457","0.940804874610358","0.00423500350280381","-0.412727579847538","0.489686105763509","1.37075268342214","-1.23131517999984","0.456504616821825","2.17071922662207","-0.0585079256483025","-0.55730051292651","0.0790324898116008","-0.124213267992501","-1.33485268102309","-0.660006769459369","-0.364144646254679","-2.18016029919248","-0.345501433766365","-0.968518829751836","-0.549030633082414","-1.25968223185969","-1.01137850950781","-1.09793977025032","-0.456786357820084","-0.272518909355972"
"AT5G10660","","A","-1.38452178730983","0.301048956152167","-1.38452178730983","0.415236968381109","-1.38452178730983","-1.38452178730983","-0.330364935447454","0.440587515962746","1.38498280615324","1.31004150851377","1.3741719661139","1.33966707758032","0.96390673013737","1.59205099347256","1.04301884510056","0.025085391182845","-1.38452178730983","-0.828689909142031","-0.805461898280246","-0.871345357604972","-0.515990760833386","-1.38452178730983","-1.11394145272237","-1.38452178730983","1.09541347376724","0.00124170550105651","-0.384137249781153","0.0370990363055022","1.37513657343144","0.893798638829726","0.770534080217279","0.178561808177611"
"AT4G03585","","A","0.692136747435682","-1.35955572711292","0.251430784157324","-0.0339931230373831","-0.423539996362903","-0.993592300045961","0.084792333604867","0.450780033838873","0.206585455480417","1.58289611675911","1.27509106755173","0.665934599198825","0.754857817572862","-0.277444826116625","-0.322198021025932","0.478290934620504","-0.357492279545453","1.20989357885392","0.79642853018134","-1.28131425103138","-0.341681875243531","-1.99569917762685","0.808043692718751","0.626741383597132","-1.45183469214347","-1.99569917762685","0.637214010344715","0.916742185019845","1.00920110391929","-1.99569917762685","1.47625500615922","-1.09357075646831"
"AT5G27220","","A","-0.61377510734965","-0.246461317275132","-0.743684923580905","-0.747381700719325","-1.44373614598995","0.144034841652454","0.212992949292915","-1.44373614598995","0.111873444898085","0.458062934622843","-0.386134422274302","0.253661618199148","2.83552079436359","0.432873280327802","1.60930438568206","2.21121913714762","-0.488411080287461","-1.44373614598995","-1.44373614598995","-0.930559716285089","-0.129651505385695","-1.20022891036925","-0.575703813428645","-0.945349722977842","0.547643587959242","0.211983314246551","0.694361619839211","0.798350084741115","1.02027805890638","-0.073148418718882","0.0721630762647578","1.24111209446821"
"ATCG00960","RRN4.5S.1","A","-0.650196755613631","-0.526687339738623","0.0364424294677992","0.963327402624095","-0.524777264307493","0.55184436234696","-0.105222710518651","1.12841468405568","0.6284369594404","2.84630292222274","0.576161001566503","-0.101066584588478","0.823302751037925","1.60013991945579","0.669152828333631","1.8125549653694","-0.584490243413647","-0.641480107889288","-0.893548058342248","0.225773588228564","-0.841021924802371","-0.222839529178955","-0.915753186868523","-0.48249763930032","-1.90539523090206","-0.47960311433986","-1.88899955289408","-1.83499169740826","0.344472678644514","0.302696928007838","0.17422295354342","-0.0846754342387825"
"ATCG01170","RRN4.5S.2","A","-0.650196755613631","-0.526687339738623","0.0364424294677992","0.963327402624095","-0.524777264307493","0.55184436234696","-0.105222710518651","1.12841468405568","0.6284369594404","2.84630292222274","0.576161001566503","-0.101066584588478","0.823302751037925","1.60013991945579","0.669152828333631","1.8125549653694","-0.584490243413647","-0.641480107889288","-0.893548058342248","0.225773588228564","-0.841021924802371","-0.222839529178955","-0.915753186868523","-0.48249763930032","-1.90539523090206","-0.47960311433986","-1.88899955289408","-1.83499169740826","0.344472678644514","0.302696928007838","0.17422295354342","-0.0846754342387825"
"AT5G05280","ATL73","A","-0.938677326564938","-0.188760950423266","-1.60154637363962","-0.90519192836899","-0.802409102367375","-1.1149152396942","-1.60154637363962","-0.635299063876714","1.04566952636901","0.750416419415604","0.71035906229291","0.778605308228597","0.348878935839114","-0.500440830196777","-0.302935836534195","1.24893916511478","-0.481346673591236","-0.480504406150434","-0.735132273362898","-0.411521299313337","-1.60154637363962","-1.35803913801891","-0.906551294999034","-0.439401979644779","1.77507531090874","1.2250410087269","0.98405696603278","1.23757297146855","1.21060899041219","1.27483017125682","1.3324107611414","1.08330186681855"
"AT5G64910","","A","-0.291998621439999","-0.0458533993812096","-1.1219596600803","-1.1219596600803","-1.1219596600803","-0.858222619793647","0.534769435202566","-0.411932749294898","1.86482771990052","-1.1219596600803","-0.338730168354513","-0.47968448586778","1.33798635665607","1.54348331440585","1.57285246177142","0.84119418563021","-1.1219596600803","-1.1219596600803","-0.902093972926122","-0.842673190713235","-0.390218294549201","-1.1219596600803","-0.851379325492831","-0.426902043951497","0.491772798734453","1.37886092886696","1.08027604058735","-1.1219596600803","1.34205454481603","0.248628067190769","1.11668671323384","1.46197358541128"
"AT2G21330","FBA1","A","-0.303859632991512","0.400357884401758","0.505756795044455","0.717213854547633","0.0617502138419708","0.140231510107998","0.1792094380628","0.016049138754993","0.988089745383546","-0.855967193916438","-0.264674492719382","0.328537876120722","2.15487253515415","-0.103039737723222","1.05391363337275","3.37037736891171","0.40864386160242","0.238520960733108","1.03011437106668","-0.478871418586047","-1.21365729611281","-0.401595447206509","-0.250235103298125","-0.408067072768042","-0.328661000984268","-1.19543373619383","-1.56354053984768","-0.0331543892549657","-1.23755393688073","-0.432868132702848","-2.0654163330059","-0.45704372291439"
"AT3G16980","NRPB9A","A","-1.56711689140461","-1.70011918555633","-1.4956567934565","-0.913296599904136","-1.15293668481986","-0.574725098373749","-1.0531563937521","-0.636689573927985","1.23208058064117","1.08745498285109","0.864094804143341","1.19881166923795","1.33539238461172","0.857774473907081","1.28410988982559","1.67196132303043","-0.296169431905965","-1.20773382833882","-0.897816619478446","-0.673433707070712","-0.367428780216813","-0.9011187758272","-0.86344875232934","-0.970839016105634","0.723208437922409","0.712849300053316","0.979614156564537","1.13860948587698","0.6419329240659","0.41263101885777","0.218217800772551","0.912942900106381"
"AT1G08457","","A","-1.02605841479125","-1.02605841479125","-1.02605841479125","-1.02605841479125","-1.02605841479125","-1.02605841479125","-1.02605841479125","-1.02605841479125","1.62115748521737","-0.273997313408375","0.635206403051511","0.671339349397849","1.63398023750243","1.87879383476132","0.47214044601905","1.55165910652151","-1.02605841479125","-0.721538015484515","-1.02605841479125","-0.746771945424186","-1.02605841479125","-0.782551179170548","-0.331063336150668","-0.157952123737866","-0.0881529765140026","0.146835458018896","-0.347698096923616","1.27182177731414","1.06568794146788","1.18326755993678","1.21258795852289","1.39188999178589"
"AT5G55750","","A","-0.388355858116094","-0.388355858116094","-0.115511504031939","0.307998587154532","-0.0702568426681847","-0.124618817829441","-0.388355858116094","-0.388355858116094","-0.388355858116094","-0.388355858116094","-0.388355858116094","-0.388355858116094","3.29745058683045","-0.388355858116094","-0.388355858116094","4.39333803447912","-0.0841320753525165","-0.0838354588093591","-0.168490170961917","-0.388355858116094","-0.16782706178847","-0.144848622495392","-0.117775523528625","-0.388355858116094","-0.388355858116094","-0.388355858116094","-0.388355858116094","-0.388355858116094","-0.388355858116094","-0.388355858116094","0.457270173207515","-0.388355858116094"
"AT4G18650","DOGL4","A","0.40596396642571","-0.573729745453061","0.723351554140019","-0.573729745453061","0.00484529851088533","-0.573729745453061","-0.573729745453061","-0.573729745453061","-0.573729745453061","-0.573729745453061","0.483871978262588","-0.217141568558913","3.36403106765556","-0.573729745453061","-0.573729745453061","3.86643194972946","-0.269505962689484","-0.0178978672852583","-0.573729745453061","0.317205654572431","-0.573729745453061","-0.573729745453061","-0.303149410865593","-0.573729745453061","0.180566578062869","-0.573729745453061","-0.573729745453061","0.743761133019731","0.013101492320915","0.174397336285176","-0.573729745453061","-0.290157272337122"
"AT4G09920","","A","-1.19958438574246","-1.22630998230321","-1.86245343281714","-1.36307608322095","-0.290294251553197","-1.86245343281714","-1.86245343281714","-1.86245343281714","0.651139976420401","1.22944431835456","0.095058563541961","1.28339368516641","0.0879718766615887","0.802989541669009","0.354714092200731","1.21733711860452","-0.594303701026234","0.587808240814094","-0.371433251042428","-0.672428358490862","0.00250297158567125","-0.266692470798937","-0.456273936739818","0.171320331176596","0.98178714694152","1.13576176616136","0.623605080466115","1.15342460573099","1.0003555469401","0.718611775112723","1.07150370196387","0.721479812674438"
"AT3G58780","SHP1","A","-1.54574315153358","0.0565220873171297","-1.00253372270285","-2.02605951381616","0.102268448161206","-1.52332998583146","-0.641323220942812","-0.462219329816254","1.49600288160936","0.968077072582116","0.233256890011379","0.136196913413322","0.390716329377214","0.303942044198771","0.8654330796291","0.926089333628768","-1.00035374841354","-0.424421502510518","-0.800894769150116","-2.52543686341235","-0.262795250924555","-0.0890584770169029","-0.91052460752632","-0.226775356426136","0.609413491045161","1.13564935020054","1.19773989249623","1.5968672440307","1.0032380528082","0.805333632889958","0.681850861707923","0.932871894916489"
"AT5G14090","LA1","A","1.60566334890687","0.965191689838399","-0.164211542000338","0.940127441836221","0.136218837907631","1.32994109613705","0.562594220890086","0.506189155099168","1.79019541872335","-0.5393114413735","1.02128849763778","1.07039580042984","0.649868814055962","0.655736442373929","1.31966180171422","0.386324189008768","0.34921539479517","-0.380271766436958","-0.536362619561679","0.0786635434408609","-1.57718959382446","-0.723442183477313","0.111241252345544","-0.421659122084012","-0.670022160337989","-0.939784515289979","-1.30579903977596","-2.433857840688","-2.0815170947434","-0.681948259700686","-0.427498840343302","-0.595640925503284"
"AT1G08440","ALMT2","A","-0.316655003952506","-0.693023618470281","0.150465257000274","-1.14661604259281","-1.14661604259281","0.118876088142758","1.40040661597875","-1.14661604259281","-0.510475945287","-1.14661604259281","0.514648775249954","0.670413168454875","0.460463809805954","2.53524153796605","2.51779264251395","2.35851918666333","0.25571258126068","-0.0255740751036244","-0.567556153563218","-0.867329573225742","-0.15314928964857","0.0468846583078775","-0.876035708005337","0.142754877820056","-0.602751557109432","-0.366781237830857","-0.660969467141633","-1.14661604259281","-0.55978480481883","0.0916950528606097","1.09203033072134","-0.422737935625393"
"AT1G68010","HPR","A","1.03482115226648","1.12434000227367","0.854674040410022","1.19897243392592","-0.0366388410084273","1.53051458184939","0.435209459620928","0.16233860688608","0.938581561758275","0.230998532381089","0.39163663034912","-0.338911294242012","1.45221577631786","0.581601533985819","1.38305016963967","2.09834052188616","-0.242152556830542","0.0738285363436484","0.132517381418324","-0.425400776410861","-0.348190135492381","-0.711127270474183","-0.563991688907389","-1.20043731012184","-0.246259129294406","-1.02193360503793","-1.92516079051188","-1.22526445219533","-1.52136355389901","-1.19264789933982","-1.3811474759929","-1.24301414155356"
"AT2G34740","","A","-0.274676198839543","-0.274676198839543","-0.274676198839543","-0.274676198839543","-0.274676198839543","-0.274676198839543","-0.274676198839543","-0.274676198839543","-0.274676198839543","-0.274676198839543","-0.274676198839543","-0.274676198839543","3.58389013145753","-0.274676198839543","-0.274676198839543","4.24578302762957","-0.274676198839543","-0.274676198839543","0.135936607259647","-0.274676198839543","-0.274676198839543","-0.274676198839543","-0.274676198839543","-0.274676198839543","-0.274676198839543","-0.274676198839543","-0.274676198839543","-0.274676198839543","-0.274676198839543","-0.274676198839543","-0.274676198839543","-0.274676198839543"
"AT1G78170","","A","0.506898760007318","0.523454638292904","0.461594317707674","-0.648162048453015","0.926830420297457","1.08882728607249","0.525464933937746","-0.0964764681925621","1.89658422428473","-2.26546837472071","-0.0623001168712527","1.31170401482048","1.71031695219827","-2.26546837472071","0.429343747131007","0.665570275272487","-0.863139750867221","-0.996406457068534","-0.95418243063793","0.298342318385484","-1.39693734824426","-0.856862669097646","-1.10341446383293","-0.468124819882828","-0.193325855243241","-0.0133237642840154","1.68010912283286","0.682282332958462","0.0609406291565806","-0.370769437866803","-0.110412507193595","-0.10348908617869"
"AT1G70720","","A","-0.0198344212806321","1.15152206202108","0.520549145383594","-0.385203523767711","0.242448550035594","-0.981276765997887","-0.431371114458328","-0.0947166460116611","1.42008577821021","1.26793078008546","1.10223865238447","2.20429178461044","0.351850732880799","0.971507968330021","0.529834749134901","1.63588172921486","-0.524790420990598","-1.78933801639761","-1.25955705915288","-1.47274947923506","-1.33413507044883","-0.575503400752725","-0.440898918693056","-2.04227369283341","0.617073994088488","0.600018267923422","0.160686793728074","0.292472574942235","0.0486940642351881","-0.224016742514185","-1.2663152961042","-0.275107058570061"
"AT4G36600","","A","-0.374698466495677","-0.374698466495677","0.499311508859664","-0.374698466495677","-0.374698466495677","-0.374698466495677","-0.374698466495677","-0.374698466495677","-0.374698466495677","-0.374698466495677","-0.374698466495677","-0.374698466495677","3.4838678638014","-0.374698466495677","0.692209700539764","4.06546322868684","-0.374698466495677","0.181133411672125","-0.374698466495677","-0.0954119971286138","-0.154169670168054","-0.374698466495677","-0.374698466495677","0.320359149633124","-0.374698466495677","-0.374698466495677","-0.374698466495677","-0.374698466495677","-0.374698466495677","-0.374698466495677","-0.374698466495677","-0.374698466495677"
"AT3G48390","","A","-0.755749866986681","-0.582280217631832","-0.825701833493842","0.422539830380488","-1.00465746243067","1.6176096087097","0.616908233315903","-0.305578067265805","0.65215025916044","-0.0932665602353886","-0.508378296743987","-0.571559596907116","1.94269517226044","0.273159294088833","0.616039410992873","2.269705705262","-0.154181363853827","-0.874023673359","-1.99506564084818","-1.28068071425272","-1.58329106687277","-0.233664028154247","-1.12703330828688","-0.114531852429699","-0.277257782157132","0.794602622561755","0.438520367605723","0.506630413519475","-0.822027421071941","-0.0150473996343079","1.75843497711382","1.21498025764458"
"AT5G23990","ATFRO5","A","1.00554674990665","1.25150901139178","1.19668233149094","1.00956254981302","1.38069785478932","0.372765664684877","0.0957720758648728","0.666481424389982","0.381399907025346","0.677335315401512","1.14576474159611","1.68950153245321","0.329881831208125","0.268374016581294","0.418692461977548","1.11641048363935","-0.121955551979152","0.0788376288302173","-1.36334259219479","-0.0170892411748174","-2.24436993216809","-1.72905056621893","-1.65391236011884","-1.88921230014342","-0.0338992091932973","-0.397350933912915","-0.475136969047837","-0.978836402731369","-0.538064098856295","-0.697480521153688","-0.14977005171169","-0.795744850439001"
"AT5G62800","","A","-0.0541217514789571","-0.310419102100135","-0.0375747480159809","-0.310419102100135","-0.310419102100135","-0.310419102100135","-0.310419102100135","-0.310419102100135","-0.310419102100135","-0.310419102100135","-0.310419102100135","-0.310419102100135","3.42055516497472","-0.310419102100135","-0.310419102100135","4.31059163356515","-0.310419102100135","-0.310419102100135","-0.310419102100135","0.202757327604727","-0.310419102100135","-0.310419102100135","-0.310419102100135","-0.310419102100135","-0.310419102100135","-0.310419102100135","-0.310419102100135","-0.310419102100135","-0.310419102100135","0.228689027953847","-0.310419102100135","-0.310419102100135"
"AT1G15840","","A","-0.42688716090939","-0.42688716090939","-0.42688716090939","-0.42688716090939","-0.42688716090939","-0.42688716090939","0.803088521925369","-0.42688716090939","-0.42688716090939","-0.42688716090939","-0.42688716090939","-0.42688716090939","3.25891928403716","-0.42688716090939","-0.42688716090939","4.01327453427313","-0.42688716090939","0.529193319236145","-0.42688716090939","-0.42688716090939","-0.42688716090939","-0.42688716090939","-0.42688716090939","-0.42688716090939","0.327409162606541","0.352947643852559","-0.42688716090939","0.214308337027608","0.746151058866851","-0.42688716090939","-0.42688716090939","-0.42688716090939"
"AT1G12890","ERF088","A","-0.624147660347409","0.249241497660266","-1.16341221179986","0.311463320327299","0.580239104834259","0.818162044078325","1.62541024355217","-0.0383541309363302","0.650129975028632","2.20146565690486","-1.41933761296116","-0.0464342231612291","1.39876728255868","0.886274795603758","1.42334545783759","1.96974903475525","-1.09431598767769","-0.907382954063375","-0.872326432699765","-0.815246383762344","-0.869996681264674","-0.669962733308227","-1.86346343420891","-0.574092513796048","-0.762700302880122","-0.580212194272708","1.06320379974711","-0.253735078189774","0.228282922050216","-0.156217063837037","0.108308552236","-0.802706088007734"
"AT2G38152","","A","-0.0707060426924659","-0.131588162247811","-2.62166418455582","-0.514369113983677","0.405828887780527","-0.853155916296084","-0.636022844934408","-0.796554881283244","1.62705106804646","0.217847033365344","0.802346390791404","1.97960018255177","-0.0582056796810662","0.48846534407372","0.769205758485627","-0.380599427397011","-0.780779907561468","-0.171402510924588","-0.133790875015942","-1.57344713410926","-0.572712759463665","-1.42816348365514","-0.206946176146396","-1.59906072170664","1.06815863940465","1.01883507580298","0.700956004103767","1.33719206837399","0.383236096990315","-0.484798653125064","0.982243545235055","1.23300237977416"
"AT4G37850","BHLH25","A","0.711905734312223","1.11757913173755","0.416083873023719","0.488710745607346","0.66438992826231","1.60339351722491","0.813073383140656","1.03164511932158","1.71924628085404","0.597053498383528","0.860233266840353","1.65028760877522","0.866235428460704","0.643065668334505","0.290193971829815","0.291909023821973","-1.90379550117895","-1.12681008678752","-1.47401158479921","-1.66496366115241","-1.5548896649589","-1.03957029900974","-1.03872334764953","-0.401789778981184","0.08601318060271","-0.243782826113937","-0.115372759827401","-0.609436080643775","-1.47542631087127","-0.379882918865572","-0.464176015061872","-0.358388524631868"
"AT2G32120","HSP70-8","A","-0.776170796723024","0.632665890002232","0.0821454523529495","0.386054472185582","-1.35191464578806","-0.043631331149296","-0.660919712951137","-0.109427961148207","-0.287725652350897","-0.812328054852488","-0.469546034312881","-0.188919048069499","3.29404333875964","-0.16184684742845","-0.453850819004085","3.56751068013586","0.557347079507832","-0.265007189382551","0.685747979194872","0.388764476925708","0.0660708387948032","-0.00907945362144336","-0.362986504444891","0.0702071698623303","-0.334921166071442","0.00350690113411911","-1.18434804493086","-1.00519529630844","0.0217835655444523","-0.143998457923326","-0.731842483345227","-0.402188344594181"
"AT1G57790","","A","-0.914675237090239","0.0709160595017506","-0.556999722352224","-0.448173833082635","-0.573738844014271","0.111196924342658","-0.488034632995352","-1.29140018555603","0.644491734414807","1.81248432464812","1.64055807973086","1.04531866159981","0.63717939724937","0.519213614882741","0.894583202436008","0.497993220164659","-1.29532383468927","-0.728457073144384","-0.663445702692503","-0.792525596303999","-1.67905788234398","-0.874232611788201","-1.81298785235602","-1.99849326635573","1.00023451016161","0.885023070952196","1.01583263734125","1.21000979481439","0.562526771508335","0.757579417162596","0.668717922006797","0.143686931846885"
